park_name,author_name,rating,text,time
Irish Memorial,Varsha Dhavale,5,A beautiful & impressive monument/memorial about the Irish emigrants. You will find lots of information which explains the history.,2023-10-28 19:58:43
Irish Memorial,Neil P McGuinness,5,This is a beautiful memorial to Ireland's Great Fame. 🇮🇪🇺🇲,2023-11-04 02:10:03
Irish Memorial,Axel Müller,4,"A real interesting & impressive monument/memorial about the Irish emigrants.
It's relatively inconspicuous, but once you have found it, you will be enthralled by its fascinating appearance and great design.
Around the monument you will find a lot of plates which explain the corresponding history behind the gorgeous artwork.",2018-10-29 09:44:56
Irish Memorial,David Downey,5,"This memorial was well maintained and quite striking. In addition to the statue, plaques contained information about Irish immigration, the Great Famine and other historical details. The Memorial is well placed next to the river allowing for the open river to the East and Center City to the West. However, it's not as serene because of the nearby highways. Anyone with Irish ancestry should stop by to pay a moment of respect.",2017-11-22 13:06:47
Korean War Veterans Memorial,Pablo Buendia,5,"Amazing memorial in honor of the sons and daughters who answered the call to defend a country they never knew and a people they never met.  The memorial is very well done, all countries who fought under the U.N. flag in Korea are honored.  Numbers of casualties, missing, captured, and injured are displayed in front  of a wall saying ""Freedom is not Free"".  The memorial now has a wall sort of like the Vietnam wall, but in a huge circle.  It is organized by branch then rank alphabetically, and has the names of 36,574 American servicemen and more than 7,200 members of the Korean Augmentation troops.  The statues and the stone wall with more than 2,500 pixelated faces etched into it are incredibly well done as well.",2024-03-20 05:44:46
Korean War Veterans Memorial,Shawn Jessup,5,I really don't know that much about the Korean War but the memorial is very moving and interesting.  I went through it about 20 years ago and it looks exactly the same. It's one of the better kept memorials around the mall. The statues are very detailed.,2024-03-03 01:53:55
Korean War Veterans Memorial,Poulsbo Buckeye,4,A tribute to the men and women of the United States who joined the United Nations on the Korean Peninsula who were the first American forces to stand against communism. The butcher’s bill was high and names of those who paid the ultimate price are prominently displayed. The pool was has not been de-winterized. An emotional place to remember that a generation of Americans who unselfishly served in brutal conditions whether drafted or voluntarily for the love of their country.,2024-03-18 18:53:43
Korean War Veterans Memorial,Nicholas P,5,"You’ll see 4 parts of the memorial: the 19 soldiers on patrol, the Wall and Pool of Remembrance, the United Nations Wall, and the Mural Wall. I liked all of the details that went into creating the 19 stainless steel statues, they looked very realistic as they wore their ponchos in that severe weather. The Wall of Remembrance has the names of 36,574 Americans and 7,114 of the Korean Augmentation to the US Army.  Admission is free. I recommend just taking the train and walking over here. Parking can be very limited. Any time of the day is fine to see it, but you’ll see the most crowds of people in the afternoon.",2024-01-29 07:28:49
Korean War Veterans Memorial,Brian Cho,5,"The Korean War veterans memorial is absolutely the most haunting of all of the war memorials. I definitely recommend that you visit here at night.  The look on the faces of the statues of the soldiers are so sad and moving freedom is indeed, not free",2024-02-12 02:48:49
Philadelphia Vietnam Veterans Memorial,Anwar Md Hossain,5,"The Philadelphia Vietnam Veterans Memorial is a poignant landmark honoring the 648 servicemen from Philadelphia who were killed in action or listed as missing in action during the Vietnam War. Dedicated in 1987 and located at Penn’s Landing, the memorial is designed as an amphitheater with the names of each soldier etched in granite on the south wall. It also features ten panels that depict scenes of the war, providing a narrative journey from the conflict’s beginning to the final rescue of Vietnamese refugees in 1975. The memorial separates the warrior from the war, focusing on the valor and sacrifice of these patriots, ensuring their place in history and reminding us that freedom has a flavor the protected will never know.",2024-03-14 10:31:45
Philadelphia Vietnam Veterans Memorial,KGQ NYC,4,"The memorial itself is nice. Sunny and bright, across the highway from the river so it gets a nice breeze. The park itself is a bit run down and the park benches are not usable during the warmer months because it seems every bench is infested with bees. The park could use some TLC and maintenance but the memorials are well done and seem to be in good shape. The park is also a bit desolate so use caution when visiting.",2022-05-17 17:29:10
Philadelphia Vietnam Veterans Memorial,Carrie Wolford,5,"Who doesn’t appreciate a Vietnam Veteran’s Memorial? This on is well done, of course. From here you can walk towards The Delaware River to check out Spruce St Park. If you happened to be on the Hop on Hop off your, there is a hop on location on Dock St just west the northern part of Spruce St Park. The Korean War Veteran’s Memorial is right there also, just north of the Vietnam Memorial on the block between Spruce & Dock.",2022-07-26 15:26:50
Philadelphia Vietnam Veterans Memorial,Erik,5,"Amazing Monument. Be sure to visit on April 30th to see the veterans event. Very powerful, and the flyover was amazing!",2022-05-06 03:47:06
Philadelphia Vietnam Veterans Memorial,Barb Hauck-Mah (barbhmphilly),5,Our family visited Memorial Day weekend. The memorial honors the 648 service men and women killed during the Vietnam War. There is a separate memorial in Vietnamese thanking the soliders for their service. The beautifully landscaped installation is open 24/7 with some seating and adjacent to the Korean War Memorial. They are collecting donations (almost near their goal) to build a POW/MIA memorial here. Commemorative services are usually held here on Veterans and Memorial Days.,2020-05-25 13:57:38
Aviator Park,Rosea Jones,5,"We went to the E.A.G L.E.S. parade and it was wonderful. The park is big. Didn't get to run up the Rocky steps because it was blocked off,  but we will next time. Can't wait to go back. Exciting.",2018-02-09 11:50:21
Aviator Park,Mr.T,1,Philadelphia is overwhelmed with vagrants and this small park is no different. It was about 13 vagrants one urinating on a tree another smoking something that smells terrible.  Philadelphia could be beautiful SMH,2020-08-19 22:06:12
Aviator Park,Jor “EZO BAEZ” Guzba,5,"Nice park, lots of trees, plenty of shade",2023-05-29 20:16:08
Aviator Park,Jacqueline Chapman,5,Welcome Church has Church Service there every last Sunday and first Sunday each month,2019-02-27 01:04:51
Aviator Park,Ginny Ward,5,Welcome Church worship service twice monthly for all.,2019-04-29 16:05:15
Sister Cities Park,Christine DeVose-Cowans,4,Great park for the kids. My toddler had a blast playing with the various water features. There is even space to have a picnic. Could use a better bathroom and an addition of a changing room would be nice.,2023-08-31 14:20:21
Sister Cities Park,Queen Legitimate,5,"A wonderful place to bring children. There's a Cafe, a bathroom with a changing station, a sprinkler and gated area with a small pool surrounded by trees, additional sprinklers and a large hammock. Parking isn't too much of a hassle as spots are often opening up on the parkway, however if you can avoid driving down and either walking or using Septa it may save having to drive around until something opens up.. I would suggest this place 1000 times over for parents looking for a nice comfortable place to cool off",2021-07-09 15:22:30
Sister Cities Park,Matthew Bernard,5,"A hidden gem that is worth the visit. Its mostly for kids but adults can do it as well.
It's like walking through a small jungle in the middle of the city. The landscape was tastefully done and keeps the kids engaged in scenery.",2023-08-22 00:52:59
Sister Cities Park,Viraj Gadgil,5,A cool place on the way from Art museum to Love park. The main attraction is the fountain and AMOR statue shown in the pictures below. One can get inside the fountain and enjoy. Also there is a small fountain for kids to enjoy across the street. Paid parking is available nearby. Sister park cafe is also located in the kids park.,2021-07-05 05:20:56
Sister Cities Park,Gözde Pusula,4,"Even the name is very nice. This park also has a grand church view and located in the center of roads decorated with flags of different countries. However, the cafe could be open in this park to make it more lively...",2024-01-16 07:46:06
Cret Park,Eklovya Jain,5,A nice place in the midst of the city for a relaxing cup of coffee. Lots of greenery around and a number of sparrows.,2022-07-16 21:23:49
Cret Park,Jamie Pearson,5,Great place to while away a couple of hours and watch the world go by!,2024-02-17 21:38:04
Cret Park,Eric Jubeck,5,Nice little park with a cafe and stunning flowers!,2022-08-05 15:30:08
Cret Park,La'Rea Woodruff,1,"If only I could give this cafe a - 0.
I can say this spot, the rudest spot I have visited. Rudeness is actually an understatement. The guy cashier stated I was crazy and delusional because the order he made was not to my liking, I told him I never had this item prepared as such (it was just nasty not good). So, we asked him to remake it, he said no that that's how they just make it, I stated I'll like to return for a refund. He stated I could not get one because 1 I ordered it and 2 he did not know how to do a refund. I asked for the manager he stated the owner wasn't there that I had to wait for the owner. I inquired did he step away how long will the manager return he stated he didn't know and if I wanted a refund that's the only way I could receive one. This guy was rude to another group of customers I was told. I would not recommend any one to this location especially when you come to enjoy the outside and have  nasty cashier employee that need a class in customer service.",2021-10-26 22:05:20
Cret Park,Paul Cunningham,5,Really pretty little park. The Cafe was great the service was good and the coffee and pastries were great. The seating outside was comfortable for a leisurely breakfast.,2022-07-31 15:03:31
The Binswanger Triangle,brendamiller photography,3,The sidewalk is easy to navigate. It is a literal triangle in the midst of a busy intersection and is used in place of a roundabout. The Binswanger triangle is an honor of Elizabeth and Frank Binswanger for dedication to their family and the city of Philadelphia it’s presented by their children.,2023-05-01 22:20:23
The Binswanger Triangle,H Cap,5,A good place to take pictures with the museum or the city hall in the background.,2022-04-22 17:51:55
The Binswanger Triangle,Deborah detwiler,5,Lovely spot.  Nice view of Art Museum.,2022-04-09 18:37:09
The Binswanger Triangle,Jeremy B,5,"Yep, it's a triangle.",2021-10-27 13:41:55
Grays Ferry Crescent Trail Park,Rebecca M.,5,"I've been here a couple times and every time it's been quiet and peaceful, not too crowded like some other waterfront areas in the city. People come here to fish, ride bikes, walk, and use the skate park. It's pretty easy to get here from West Philly - I like walking across the Grays Ferry Ave bridge for a cool skyline view and then taking the trail to the 34th st bridge to get back into University City.",2023-10-24 13:48:54
Grays Ferry Crescent Trail Park,Barb Hauck-Mah (barbhmphilly),4,"You can walk, run, bike this part of the Schuylkill River Trail up to the University Avenue Bridge. Highlights include a skate park and a new walkout fishing pier. There is a paved flat trail, with river and city views. There are some benches and trash cans along the way. The start of the Cresent Trail section is popular for fishing. You can find free street parking in the Grays Ferry neighborhood if you want to start the trail from here. We discovered that the Innovation Center ( where we planned to park) is closed to visitors/parking on the weekend.",2021-04-09 18:52:41
Grays Ferry Crescent Trail Park,Chris Dougherty,5,"Formerly Dupont Crescent for DuPont's Marshall Laboratory (now Pennovation Center) where paint products were made until 2009, this environmentally-remediated riverfront park offers a unique view of a quiet loop of the tidal Schuylkill River. A section of the Schuylkill River Trail also meanders through the site and will eventually connect to the new swing bridge and Bartram's Mile to the south and the Christian to Crescent bridge to the north. Features views of 18th c. Woodlands estate, Amtrak's Northeast Corridor, the Mill Creek Sewer and a skate park underneath Grays Ferry Ave. Bridge. Entrances at Trolleyworks and 34th St.",2021-03-09 23:55:38
Grays Ferry Crescent Trail Park,Sean M. Brown,4,It was hard to find because GPS through Google maps doesn't take you there. It's very industrial. The skate park part is small but worth trying.,2020-11-22 23:48:43
Grays Ferry Crescent Trail Park,Sharia Sweets,5,"It's safe, peaceful, and serene. It's not overly crowded. The nature feels very pure here, I know once they connect the Schuylkill boardwalk it'll probably change due to more convenient access.",2023-08-18 13:39:08
Hope Park,Jerry grizzly,4,"Hope street park is ok . Not much todo but u can play basketball.  Just be careful ive seen needles n stuff. Also I've seen junkies sleeping on the benches.
Not somewhere to send ur kids. We'll at least not alone.
No parking lot not much lite . Open all night.",2024-01-25 15:22:56
Hope Park,Elizabeth stem,1,This is not a place for kids at all it has changed a little in the past few months for example I seen a person overdose and die from sitting in my car in the middle of that park I called 911 myself and ambulance never came over an hour wait and one never came to pick up this man's body! As soon as he overdosed somebody was waiting with bolt cutters to cut his  Bike off of the bench that he was sitting on and steal his cannondale bike and then after 2 minutes they realized he was dead I seen a lady pull out her phone she was obviously calling 911  I myself called 911 no 1 ever came! That boy was someone's son someone's brother someone's cousin someone's uncle He was somebody's  Someone and he was treated like discarded trash....I've never Experienced anything like that in my life but that is what hope park it's like!children were walking over his dead body for an hour..... Sad.....,2024-01-30 16:24:40
Hope Park,Brub,5,Syringe receptacle that has a local artist featured on the disposal container. Promotes safe disposal of hyperthermic syringes and detours them being left on the ground in the community. Promotes harm-reduction and creates a safer environment. Allows citizens to be able to dispose of syringes completely anonymously.,2024-01-22 11:01:26
Hope Park,Allie Jones,1,"It's not a ""park"" and I don't think its a safe or hygienic place to have fun at lol",2023-12-23 20:41:01
Hope Park,Jessica Hensley,3,"If you look past the open drug use, its a nice little place to eat lunch. A play ground is available for children.  They do a great job keeping the grounds clean.  Could be a wonderful place if people cleaned up after theirselves.",2021-06-03 19:15:27
Titan Park,rob d,5,Very quiet.. Great place to read a book and have a cup of coffee. It’s a little hidden gem.,2023-07-20 04:21:21
Titan Park,Howard Jenkins,5,I live next door to the place. Please stop asking me about it.,2019-02-09 11:42:27
Growing Home Community Garden - Emily St.,J Puma,4,,2024-03-09 22:42:13
Glendinning Rock Garden,Alexa Nahas,5,This quiet spot off of Kelly drive is a great place to avoid all the crowds and enjoy a picnic and hang out with your furbaby. Such a safe space to run around with easy parking. The area is beautiful during all seasons!!,2021-06-11 16:41:26
Glendinning Rock Garden,Cornelia Wenokor,1,Pretty awful. Not a rock garden. More a garbage heap. Not sure where the good reviews are coming from. Noisy from the adjacent train tracks and busy roads. Don't waste your time.,2021-09-01 22:03:36
Glendinning Rock Garden,Eli Epperson,5,An interesting contrast between manicured lawns by the river and graffiti-marked stone steps being reclaimed by nature.,2023-03-30 16:39:41
Glendinning Rock Garden,Jamie Song,5,"one of Philly's many hidden gems, especially for transit enthusiasts! walk across the stream and up the graffiti-lined staircase. follow the trail and stick to the left side. you'll eventually find a rock ledge overlooking the Schuylkill River, and you'll also be able to see the Girard Ave bridge and the northeast corridor train bridge. if anyone ever captures a trolley, a train and a kayak in the same photo I'll buy you a beer! 🍻",2022-05-20 20:20:45
Glendinning Rock Garden,gaetan spurgin,5,The rock garden probably would’ve Philadelphia’s pass best kept secrets this beautiful rock garden host home to many family picnics and many social outings including one of Philadelphia’s favorite spots for impromptu dance parties great place to say goodbye or to return lots of space lots of parking great for kids a little waterfall and a little pond lots of small trails in to the Fairmont Park and not far right next to the river,2021-06-01 15:05:32
General Galusha Pennypacker Memorial,Stephen Angelo,5,Exciting bronze memorial,2022-09-07 01:25:31
General Galusha Pennypacker Memorial,David Jones,5,Memorable,2021-08-18 02:53:04
General Galusha Pennypacker Memorial,Jor “EZO BAEZ” Guzba,5,Statuesque,2023-07-04 01:03:18
General Galusha Pennypacker Memorial,Sergey Krupin,5,,2023-05-26 21:02:30
General Galusha Pennypacker Memorial,Iris Lazarus,5,,2020-03-05 01:16:45
Shakespeare Park,Eli Epperson,5,Pavement open space with benches.,2024-01-05 04:49:33
Shakespeare Park,Helena V,5,We have passed by this area several times and never noticed this side of the street. This time we did!,2022-06-08 19:23:16
Shakespeare Park,joyita shaw,5,Lovely,2022-06-23 16:13:50
Shakespeare Park,Jos Ábalo,5,"Shakespeare Park! Located in the Parkway Museum District, directly across from the public library, the monument was created by Stirling Calder, outlining the sculptural portrait of Hamlet and Touchstone; It consists of two figures, representing comedy and tragedy. Hamlet is shown leaning his head against a knife, while Touchstone, the jester, sits at his feet, his head bowed in laughter. The well-known quote inscribed on the base: ""All the world's a stage and all the men and women are simply players."" The monument was located in this place in 1953, its construction is in bronze, on a black marble base.",2018-10-03 16:24:58
Shakespeare Park,Steffryz,5,,2020-05-02 20:50:53
Cobbs Creek Park,Mercedes,4,"2 years ago I wrote about how they should fix the playground up for the children and well it's been completely done over. The playground is beautiful. Hopefully, they fix the basketball courts which are very neglected which are around Cobbs Creek & Christian Sts.",2024-02-20 08:40:51
Cobbs Creek Park,Casey ROSS,5,"Cobbs Creek Park essentially consists of three different things: an asphalt recreational trail along Cobbs Creek Parkway between Race Street and Woodland Avenue; a gravel trail along the Creek's eastern edge between Spruce Street and Baltimore Avenue, and completely un-improved, wild woodlands full of deer paths, unofficial man-made trails, and secret bits of old infrastructure.

The asphalt trail, part of the East Coast Greenway, provides easy access to facilities such as basketball courts, tennis courts, playgrounds, and picnic areas. It also connects to the Laura Sims Skate Rink and the Cobbs Creek recreation Center between Spruce and Walnut Streets, and the Cobbs Creek Environmental Center at Catharine Street. Many of these are regularly used by the community, and on a nice day you'll see lots of people out and about grilling, playing sports, walking their dogs, exercising, and walking.

The gravel trail is a hilly, unpaved path the runs along the Creek's edge. It starts just north of Spruce Street but is most easily-accessible from the Southwest corner of Spruce Street and Cobbs Creek Parkway. The trail is within the Creek's flood plain so after a big storm it can get pretty messed up, but it is maintained and things like fallen trees are always eventually cleared. It's more isolated than the paved asphalt trail and there is no lighting so at night it's completely dark, but it provides a lovely place to take a walk through the woods. It's usually used by people walking or riding bikes, but you also have to look out for people on illegal dirt bikes and ATVs sometimes.

Most of Cobbs Creek Park is comprised of unimproved woodlands. The only capital improvements the City has ever made to Cobbs Creek Park were installed in the 1930s, when WPA funds were used to create the original Cobbs Creek Recreational Trail. Many White Tailed Deer live in these woods and they've created a network of deer paths that criss-cross the creek from the north end of the park to its southern tip. Humans use these deer paths as unofficial trails, and have created some of their own trails that are maintained mostly through use and probably the care of one or two individuals who clear and mark them.

The unofficial trails are all over the place. Some are used my more people than others, and many of them are usually deserted. There are several locations obviously used as ""secret places"" with manmade lean-tos and clubhouses stashed along the creek here and there, as well as some sparsely-occupied homeless encampments. Wandering through the remote areas of the woods can feel uneasy and unsafe at times, but provides for fun hiking and exploring opportunities if you're up for it.",2021-01-13 16:41:15
Cobbs Creek Park,Roderick Wortham,5,"Cobbs Creek is my most favorite place to be in the entire world. A big wooded area where the parks and recreations were built along the creek that flows through. The park is awesome, the trails are great, and you can get lost in the natural scenery. Huge location too so you can always find a spot to chill, grill, play basketball, walk, hike, or whatever else floats your boat. Highly recommended.",2023-08-18 20:15:46
Cobbs Creek Park,Thomas Quigley,5,Brand new park with Sprinklers to cool off. Swings soft mounds climb.,2023-06-22 15:22:49
Cobbs Creek Park,Jd Neely,5,"Great space with even greater potential. I love playing tennis here or just watching the passers-by.
... AND THE DEER seem to come through almost every day. They usually show in pairs but sometimes there'll be 5 or more. Doe and fawn. I've never seen  a buck near the basketball courts, tennis courts or the kiddie playground, though. They visit in early afternoon mostly. They like eating the east-facing foliage, apparently.
The park needs a little more work and care to really achieve its best look. As the people who care join forces, I believe others will demand the needed attention be given. I feel very optimistic about its future appeal, even while the site desperately needs real restrooms and water fountains for the joggers, tennis and ball players. Maybe a dog park would be nice!
It's about to go down! I mean, up! I mean, ummm ... It's gonna be GREAT-ER!",2018-10-22 02:01:43
Burholme Park,Анна Луцкая,5,"Wonderful park! Nice, clean place. Great playground for kids of all ages. Large comfortable tables with benches. There are trash cans next to the tables. There is a toilet (cabin) in the parking lot. We celebrated our daughter's birthday there. It was comfortable and fun for both children and adults.",2023-05-14 03:42:53
Burholme Park,True Review,5,"Burholme Park is a great location to spend time if you like nature or being outside. It has a lot to offer, including picnic tables, benches, ball fields, a playground and more. It’s a great place for a walk or other types of exercise. There is parking in and around the park. It’s usually clean. There is a lot of space so it’s never too crowded.",2021-10-09 03:17:59
Burholme Park,Miller,5,"We used to live about 10 minutes from this place. Now it's like 30 minutes, we still go here for mini golf because it's a simple course and they are in good condition.
I love the driving range and the staff is nice. I've also won a free game here twice so I may be bias.",2023-07-01 12:34:36
Burholme Park,Anna Alimkina,5,"Great park, very nice playground with toddler area, and the Ryerrs Museum and Library is a must to visit! Awesome experience, will definitely be back!",2022-08-19 17:08:20
Burholme Park,Veronica Preiss,4,My kids have a lot of fun here. But all the nett towers at all playgrounds have the ropes somewhat too wide or long for some kids and makes it hard for them to be independently playing and climbing.,2023-11-24 21:16:48
Belmont Grove,Alfreda A Bryant (Fre),5,Family Reunion was amazing ❤️❤️❤️❤️,2023-08-06 12:50:50
Belmont Grove,Oleg Zhuravel,4,Cool place with a lot of hidden things to find.,2018-09-03 00:26:21
Belmont Grove,Edward Williams,5,Family reunion for my fiancé's family. Awesome space and the park personnel were very accommodating and courteous. Would recommend this venue for any like gathering.,2022-08-15 15:16:44
Belmont Grove,Shalonda Daughter of YAH,5,Very nice area for a picnic with family and friends. Children have area to play and you don't have to worry because it's fenced in. Bathroom nice and clean. Park rangers kept outsiders out and made sure everything ran smoothly.,2019-09-18 19:12:25
Belmont Grove,Nicole Reynolds,3,High School picnic 4 vehicles were broken into in the parking lot during this event,2023-08-18 13:24:49
Clifford Park,Tim Styer,5,Nice oasis not far from where I live. Never a lot of people most of the time it's just me walking or sitting and meditating.,2024-02-07 22:12:02
Clifford Park,Emily McCann,1,"This isn't a dog park, it's just some trails and a field where you can walk your leashed dog. There is no fence, and part of it runs along the very busy and dangerous Lincoln Drive. There's also a stream that runs thru it that has some kind of industrial pollution situation on-going-- it's bright orange and is staining anything nearby orange.",2018-03-25 20:48:07
Clifford Park,Lo Mack,5,Nice area with wild grass and a few trails to walk your dog on. There's a nice half hour loop around the Thomas mansion. You pick the trail up from the field down the hill to the left.,2018-03-13 20:42:54
Clifford Park,Shalu Mickeals,5,My kindergarten went on a walking trip today at Clifford Park so fun😄😄😄😄,2019-10-28 18:27:12
Clifford Park,Sarahanne Beegle,1,"This is not a dog park. I love the fields here, but it is being misidentified! Dogs are supposed to be leashed in this park as they are in almost all Fairmount Park managed properties.",2018-03-19 00:26:36
Blue Bell Park,Lacie Fischley,5,"Always clean and well kept. In addition to having nice trails that connect to Forbidden Drive, Blue Bell acts as a makeshift dog park. Delightful.",2024-03-15 21:18:05
Blue Bell Park,Carissa Rosalie Shillingford,5,Essentially an off leash dog park during after work hours. Great spot to hit the trails with your dog as this park connects to the Wissahickon. Massive space for dogs to run. Also a lovely park for kids during the weekend when people are less likely to bring off leash dogs. There is also a fire place beneath a lean-to to get warm and cozy during the winter with the family.,2023-12-12 19:43:47
Blue Bell Park,Angela Z-Frace,5,"I parked at this parking lot and went hiking on the Orange Trail of Wissahickon Valley. It’s very well marked and the trail on this side is mostly shady thru woods, while on the other side of the river is mostly a paved road.

It’s exciting to hike thru terrains, muddy areas , steep trails, cross a creek bed, explore under highway bridges and see the interesting graffitis.

Comparing from the flat lands in my area, I prefer trails with elevation on the mountains in PA.",2021-03-28 03:00:43
Blue Bell Park,Andrew Bowers,4,"Blue Bell Park is a clean park with minimal facilities, access to Wissahickon Park hiking trails and parking. On both of our trips to Blue Bell we were only using it for it's parking and access to hiking.  The park is large and clean and blends into Wissahickon at the treeline. There is lots of room for dogs to run around (and they usually are) and once we saw a large company picnic being hosted there. There is no playground however. I've included a couple of pictures from the nearby orange trail.",2019-01-02 20:24:21
Blue Bell Park,Avy Ferg,4,"Clean, quiet, beautiful park. Great chill trail. Not too hard if you have kids or people with bad knees around. There's water to see and sometimes there are people with their horses. Part of it is a makeshift dog park. No fencing, just well-behaved doggies having fun. There's a picnic pavillion and sometimes a porta-potty (meh). Not far from great food if you wanna grab something and have a picnic. Plenty of benches.",2019-02-16 21:18:02
3rd & Norris Playground,Snub Vision,5,New outlook on the park. It’s safe they remodeled the whole playground. New gymnasium for the kids. They also have seating with the basketball court,2023-10-27 15:05:07
Howard & Reed Park,Neil Mininger,5,Good place,2021-05-20 18:23:35
Howard & Reed Park,Ron Federico (Ronzo),5,,2023-01-14 17:26:03
Sartain Street Community Garden,Jose Fonseca,4,It's a nice little garden in downtown Philadelphia. You can spend a few minutes tops strolling through it and checking out the mural. It's not actually open sometimes on the weekend.,2021-08-23 10:41:08
Brewerytown Garden,Tom LaPorta,5,"This is a beautiful space for the community and a great hub. Space fills up quickly, but ai highly recommend trying to get a bed here to grow your fruits and vegetables.",2022-04-27 19:24:18
Brewerytown Garden,Lynn Johnson,5,"I had a wonderful time painting, snacking , and talking with neighbors at artist, Ebony Bennett's Paint Party. I took home a large, beautiful bunch of turnip greens from the garden, grown by Ms. Estella. They tasty amazing in my smoothies.",2018-06-01 12:47:52
Brewerytown Garden,Jamall Kelly,3,"Nice to have in the area. Wonderful to walk by. If memory serves me right, it could use a little pruning though.",2021-07-24 14:40:33
Brewerytown Garden,Sabrina,5,Very cute and I love the Saturday market with their crops and locally supplied items as well.,2021-08-13 18:33:25
Brewerytown Garden,Patricia David,5,Very peaceful neighborhood getting better and safer everyday,2022-09-04 01:29:34
Lucien Blackwell Park,SB,5,The park is clean and very peaceful.  It has several benches around the park and it is pet friendly. It's near 2 community centers and a basketball court. I love this park.,2023-09-27 00:00:17
Lucien Blackwell Park,Debra Yates,5,Clean and good for early morning walks,2020-09-02 11:41:19
Lucien Blackwell Park,Joanne Nelson,5,Free veggies every other week,2023-08-19 20:15:43
Lucien Blackwell Park,TISHA-SOPHIA BELL,5,Very nice park! ♥️🏝️,2023-05-16 19:41:50
Lucien Blackwell Park,Kidada White-Adelaja,5,Nice clean and relaxing.,2019-09-21 23:07:19
Fish Hatchery,Corey Compa,5,"Such a great experience
For my daughter!!!! I’ll be returning on a regular basis!",2020-05-18 15:30:28
Fish Hatchery,Victoria Ruthe,4,The city/ parks&rec offers rods for kids to fish. Wish the water was running so there wasn't so much algae. Good times otherwise.,2023-08-05 16:34:43
Fish Hatchery,Marty Piecyk,5,Very nice! I walk around here with my family whenever I visit them.,2021-11-21 18:25:08
Fish Hatchery,RIPJanet Strimel,5,My dad and mom brang me and my brothers and sister here a lot growing up years ago ..now I bring my wife and kids here I love this place man lots of great memories of growing up comming here for me ...my kids and wife love comming here no matter what it is we come to do we very much enjoy this place a lot ..so much to do here if it’s not the playgrounds it’s fishing or feeding the geese or taking a walk ..or just having a picnic...place is always clean and well kept!! See a lot of nice cars come here and bikes ... Nice calm place  can’t wait till it gets nice out to go there soon !!!!,2019-01-22 03:00:36
Fish Hatchery,William Ulmer,5,Great place to take the kids fishing. My oldest son caught his first fish. The smile was priceless. Plenty of park space and a playground walking distance from here,2020-10-02 04:09:09
Manayunk Bridge Trail,Samantha Winterburn,5,The bridge is super well maintained. There’s a bin of sticks for dogs and chalk to draw on parts of the bridge. Super cute! Great view of Manayunk and the Schuylkill River,2022-05-16 02:40:56
Manayunk Bridge Trail,Looksies with Lipe,5,"Caught in a rainstorm half way into the run, it was a welcome cool down in this 26 C/80 F partly cloudy start. The trails are very well maintained and wide for bikers and the like. Dogs are leashed so no surprise assaults while you run. Highly recommend if you’re looking for a gradual gradient during a short run.",2022-05-20 18:06:57
Manayunk Bridge Trail,Brian Mudri,5,The Manayunk Bridge finally has lights!! Seems like it's now open around the clock now.  What a beautiful way to see the city and get to the other side of the river without needing a car.,2022-11-17 02:16:47
Manayunk Bridge Trail,Rene W Israel,5,"This is a nice walk from one end to the other,  especially if you enjoy looking down on the highways and the city and the waterways.  🏙️🌆",2023-05-18 14:01:52
Manayunk Bridge Trail,WORK HARDER PRODUCTIONS,4,Great to go for a nice peaceful hike,2021-12-31 04:33:19
Grays Ferry Crescent Trail Park,Rebecca M.,5,"I've been here a couple times and every time it's been quiet and peaceful, not too crowded like some other waterfront areas in the city. People come here to fish, ride bikes, walk, and use the skate park. It's pretty easy to get here from West Philly - I like walking across the Grays Ferry Ave bridge for a cool skyline view and then taking the trail to the 34th st bridge to get back into University City.",2023-10-24 13:48:54
Grays Ferry Crescent Trail Park,Barb Hauck-Mah (barbhmphilly),4,"You can walk, run, bike this part of the Schuylkill River Trail up to the University Avenue Bridge. Highlights include a skate park and a new walkout fishing pier. There is a paved flat trail, with river and city views. There are some benches and trash cans along the way. The start of the Cresent Trail section is popular for fishing. You can find free street parking in the Grays Ferry neighborhood if you want to start the trail from here. We discovered that the Innovation Center ( where we planned to park) is closed to visitors/parking on the weekend.",2021-04-09 18:52:41
Grays Ferry Crescent Trail Park,Chris Dougherty,5,"Formerly Dupont Crescent for DuPont's Marshall Laboratory (now Pennovation Center) where paint products were made until 2009, this environmentally-remediated riverfront park offers a unique view of a quiet loop of the tidal Schuylkill River. A section of the Schuylkill River Trail also meanders through the site and will eventually connect to the new swing bridge and Bartram's Mile to the south and the Christian to Crescent bridge to the north. Features views of 18th c. Woodlands estate, Amtrak's Northeast Corridor, the Mill Creek Sewer and a skate park underneath Grays Ferry Ave. Bridge. Entrances at Trolleyworks and 34th St.",2021-03-09 23:55:38
Grays Ferry Crescent Trail Park,Sean M. Brown,4,It was hard to find because GPS through Google maps doesn't take you there. It's very industrial. The skate park part is small but worth trying.,2020-11-22 23:48:43
Grays Ferry Crescent Trail Park,Sharia Sweets,5,"It's safe, peaceful, and serene. It's not overly crowded. The nature feels very pure here, I know once they connect the Schuylkill boardwalk it'll probably change due to more convenient access.",2023-08-18 13:39:08
